/////////////////////////////////////

Item List
2019/10/18 01:29:57

/////////////////////////////////////

ID,RegisterName,UnlocalizedName,MaxDamage,MaxStackSize
97,minecraft:monster_egg,tile.monsterStoneEgg,0,64
98,minecraft:stonebrick,tile.stonebricksmooth,0,64
99,minecraft:brown_mushroom_block,tile.mushroom,0,64
100,minecraft:red_mushroom_block,tile.mushroom,0,64
101,minecraft:iron_bars,tile.fenceIron,0,64
102,minecraft:glass_pane,tile.thinGlass,0,64
103,minecraft:melon_block,tile.melon,0,64
106,minecraft:vine,tile.vine,0,64
107,minecraft:fence_gate,tile.fenceGate,0,64
108,minecraft:brick_stairs,tile.stairsBrick,0,64
109,minecraft:stone_brick_stairs,tile.stairsStoneBrickSmooth,0,64
110,minecraft:mycelium,tile.mycel,0,64
111,minecraft:waterlily,tile.waterlily,0,64
112,minecraft:nether_brick,tile.netherBrick,0,64
113,minecraft:nether_brick_fence,tile.netherFence,0,64
114,minecraft:nether_brick_stairs,tile.stairsNetherBrick,0,64
116,minecraft:enchanting_table,tile.enchantmentTable,0,64
119,minecraft:end_portal,tile.null,0,64
120,minecraft:end_portal_frame,tile.endPortalFrame,0,64
121,minecraft:end_stone,tile.whiteStone,0,64
122,minecraft:dragon_egg,tile.dragonEgg,0,64
123,minecraft:redstone_lamp,tile.redstoneLight,0,64
125,minecraft:double_wooden_slab,tile.woodSlab,0,64
126,minecraft:wooden_slab,tile.woodSlab,0,64
127,minecraft:cocoa,tile.cocoa,0,64
128,minecraft:sandstone_stairs,tile.stairsSandStone,0,64
129,minecraft:emerald_ore,tile.oreEmerald,0,64
130,minecraft:ender_chest,tile.enderChest,0,64
131,minecraft:tripwire_hook,tile.tripWireSource,0,64
133,minecraft:emerald_block,tile.blockEmerald,0,64
134,minecraft:spruce_stairs,tile.stairsWoodSpruce,0,64
135,minecraft:birch_stairs,tile.stairsWoodBirch,0,64
136,minecraft:jungle_stairs,tile.stairsWoodJungle,0,64
137,minecraft:command_block,tile.commandBlock,0,64
138,minecraft:beacon,tile.beacon,0,64
139,minecraft:cobblestone_wall,tile.cobbleWall,0,64
141,minecraft:carrots,tile.carrots,0,64
142,minecraft:potatoes,tile.potatoes,0,64
143,minecraft:wooden_button,tile.button,0,64
145,minecraft:anvil,tile.anvil,0,64
146,minecraft:trapped_chest,tile.chestTrap,0,64
147,minecraft:light_weighted_pressure_plate,tile.weightedPlate_light,0,64
148,minecraft:heavy_weighted_pressure_plate,tile.weightedPlate_heavy,0,64
151,minecraft:daylight_detector,tile.daylightDetector,0,64
152,minecraft:redstone_block,tile.blockRedstone,0,64
153,minecraft:quartz_ore,tile.netherquartz,0,64
154,minecraft:hopper,tile.hopper,0,64
155,minecraft:quartz_block,tile.quartzBlock,0,64
156,minecraft:quartz_stairs,tile.stairsQuartz,0,64
157,minecraft:activator_rail,tile.activatorRail,0,64
158,minecraft:dropper,tile.dropper,0,64
159,minecraft:stained_hardened_clay,tile.clayHardenedStained,0,64
160,minecraft:stained_glass_pane,tile.thinStainedGlass,0,64
161,minecraft:leaves2,tile.leaves,0,64
162,minecraft:log2,tile.log,0,64
163,minecraft:acacia_stairs,tile.stairsWoodAcacia,0,64
164,minecraft:dark_oak_stairs,tile.stairsWoodDarkOak,0,64
165,MCTE:minesweeper,tile.mcte:minesweeper,0,64
166,MCTE:miniature,tile.mcte:miniature,0,64
167,MCTE:port_in,tile.mcte:port_in,0,64
168,MCTE:port_out,tile.mcte:port_out,0,64
169,ArchitectureCraft:sawbench,tile.architecturecraft:sawbench,0,64
170,minecraft:hay_block,tile.hayBlock,0,64
171,minecraft:carpet,tile.woolCarpet,0,64
172,minecraft:hardened_clay,tile.clayHardened,0,64
173,minecraft:coal_block,tile.blockCoal,0,64
174,minecraft:packed_ice,tile.icePacked,0,64
175,minecraft:double_plant,tile.doublePlant,0,64
176,ArchitectureCraft:shape,tile.architecturecraft:shape,0,64
178,armourersWorkshop:block.armourerBrain,tile.armourersworkshop:armourerBrain,0,64
179,armourersWorkshop:block.armourLibrary,tile.armourersworkshop:armourLibrary,0,64
180,armourersWorkshop:block.globalSkinLibrary,tile.armourersworkshop:globalSkinLibrary,0,64
181,armourersWorkshop:block.awBoundingBox6,tile.armourersworkshop:armourersworkshop:awBoundingBox6,0,64
182,armourersWorkshop:block.colourable,tile.armourersworkshop:colourable,0,64
183,armourersWorkshop:block.colourableGlowing,tile.armourersworkshop:colourableGlowing,0,64
184,armourersWorkshop:block.colourableGlass,tile.armourersworkshop:colourableGlass,0,64
185,armourersWorkshop:block.colourableGlassGlowing,tile.armourersworkshop:colourableGlassGlowing,0,64
186,armourersWorkshop:block.colourMixer,tile.armourersworkshop:colourMixer,0,64
187,armourersWorkshop:block.mannequin,tile.armourersworkshop:mannequin,0,1
188,armourersWorkshop:block.doll,tile.armourersworkshop:doll,0,1
189,armourersWorkshop:block.skinningTable,tile.armourersworkshop:skinningTable,0,64
190,armourersWorkshop:block.skinnable,tile.armourersworkshop:skinnable,0,64
191,armourersWorkshop:block.skinnableGlowing,tile.armourersworkshop:skinnableGlowing,0,64
192,armourersWorkshop:block.skinnableChild,tile.armourersworkshop:skinnableChild,0,64
193,armourersWorkshop:block.skinnableChildGlowing,tile.armourersworkshop:skinnableChildGlowing,0,64
194,armourersWorkshop:block.dyeTable,tile.armourersworkshop:dyeTable,0,1
195,armourersWorkshop:block.hologramProjector,tile.armourersworkshop:hologramProjector,0,64
196,BiblioCraft:tile.BiblioFramedChest,tile.BiblioFramedChest,0,64
197,BiblioCraft:BiblioPaneler,tile.BiblioPaneler,0,64
198,BiblioCraft:BiblioClipboard,tile.BiblioClipboard,0,64
199,BiblioCraft:BiblioTypewriter,tile.BiblioTypewriter,0,64
200,BiblioCraft:BiblioClock,tile.BiblioClock,0,64
201,BiblioCraft:BiblioFlatPainting,tile.BiblioFlatPainting,0,64
202,BiblioCraft:BiblioSimplePainting,tile.BiblioSimplePainting,0,64
203,BiblioCraft:BiblioMiddlePainting,tile.BiblioMiddlePainting,0,64
204,BiblioCraft:BiblioFancyPainting,tile.BiblioFancyPainting,0,64
205,BiblioCraft:BiblioBorderlessPainting,tile.BiblioBorderlessPainting,0,64
206,BiblioCraft:BiblioPaintPress,tile.BiblioPaintPress,0,64
207,BiblioCraft:BiblioSwordPedestal,tile.BiblioSwordPedestal,0,64
208,BiblioCraft:BiblioFancySign,tile.BiblioFancySign,0,64
209,BiblioCraft:BiblioWorkbench,tile.BiblioWorkbench,0,64
210,BiblioCraft:BiblioBell,tile.BiblioBell,0,64
211,BiblioCraft:Bibliotheca,tile.BiblioBookcase,0,64
212,BiblioCraft:BookcaseFilled,tile.BookcaseFilled,0,64
213,BiblioCraft:BiblioPotionShelf,tile.BiblioPotionShelf,0,64
214,BiblioCraft:BiblioShelf,tile.BiblioShelf,0,64
215,BiblioCraft:BiblioRack,tile.BiblioRack,0,64
216,BiblioCraft:BiblioCase,tile.BiblioCase,0,64
217,BiblioCraft:BiblioLabel,tile.BiblioLabel,0,64
218,BiblioCraft:BiblioDesk,tile.BiblioDesk,0,64
219,BiblioCraft:BiblioTable,tile.BiblioTable,0,64
220,BiblioCraft:Armor Stand,tile.BiblioArmorStand,0,64
221,BiblioCraft:Typesetting Machine,tile.BiblioType,0,64
222,BiblioCraft:Printing Press,tile.BiblioPress,0,64
223,BiblioCraft:BiblioLantern,tile.BiblioLantern,0,64
224,BiblioCraft:BiblioIronLantern,tile.BiblioIronLantern,0,64
225,BiblioCraft:BiblioLamp,tile.BiblioLamp,0,64
226,BiblioCraft:BiblioIronLamp,tile.BiblioIronLamp,0,64
227,BiblioCraft:BiblioStuffs,tile.BiblioStuffs,0,64
228,BiblioCraft:BiblioMapFrames,tile.BiblioMapFrames,0,64
229,BiblioCraft:BiblioSeats,tile.BiblioSeats,0,64
230,malisisdoors:door_acacia,tile.door_acacia,0,64
231,malisisdoors:door_birch,tile.door_birch,0,64
232,malisisdoors:door_dark_oak,tile.door_dark_oak,0,64
233,malisisdoors:door_jungle,tile.door_jungle,0,64
234,malisisdoors:door_spruce,tile.door_spruce,0,64
235,malisisdoors:wood_sliding_door,tile.wood_sliding_door,0,64
236,malisisdoors:iron_sliding_door,tile.iron_sliding_door,0,64
237,malisisdoors:jail_door,tile.jail_door,0,64
238,malisisdoors:laboratory_door,tile.laboratory_door,0,64
239,malisisdoors:factory_door,tile.factory_door,0,64
240,malisisdoors:shoji_door,tile.shoji_door,0,64
241,malisisdoors:curtain_black,tile.curtain_black,0,64
242,malisisdoors:curtain_red,tile.curtain_red,0,64
243,malisisdoors:curtain_green,tile.curtain_green,0,64
244,malisisdoors:curtain_brown,tile.curtain_brown,0,64
245,malisisdoors:curtain_blue,tile.curtain_blue,0,64
246,malisisdoors:curtain_purple,tile.curtain_purple,0,64
247,malisisdoors:curtain_cyan,tile.curtain_cyan,0,64
248,malisisdoors:curtain_silver,tile.curtain_silver,0,64
249,malisisdoors:curtain_gray,tile.curtain_gray,0,64
250,malisisdoors:curtain_pink,tile.curtain_pink,0,64
251,malisisdoors:curtain_lime,tile.curtain_lime,0,64
252,malisisdoors:curtain_yellow,tile.curtain_yellow,0,64
253,malisisdoors:curtain_light_blue,tile.curtain_light_blue,0,64
254,malisisdoors:curtain_magenta,tile.curtain_magenta,0,64
255,malisisdoors:curtain_orange,tile.curtain_orange,0,64
256,minecraft:iron_shovel,item.shovelIron,250,1
257,minecraft:iron_pickaxe,item.pickaxeIron,250,1
258,minecraft:iron_axe,item.hatchetIron,250,1
259,minecraft:flint_and_steel,item.flintAndSteel,64,1
260,minecraft:apple,item.apple,0,64
261,minecraft:bow,item.bow,384,1
262,minecraft:arrow,item.arrow,0,64
263,minecraft:coal,item.coal,0,64
264,minecraft:diamond,item.diamond,0,64
265,minecraft:iron_ingot,item.ingotIron,0,64
266,minecraft:gold_ingot,item.ingotGold,0,64
267,minecraft:iron_sword,item.swordIron,250,1
268,minecraft:wooden_sword,item.swordWood,59,1
269,minecraft:wooden_shovel,item.shovelWood,59,1
270,minecraft:wooden_pickaxe,item.pickaxeWood,59,1
271,minecraft:wooden_axe,item.hatchetWood,59,1
272,minecraft:stone_sword,item.swordStone,131,1
273,minecraft:stone_shovel,item.shovelStone,131,1
274,minecraft:stone_pickaxe,item.pickaxeStone,131,1
275,minecraft:stone_axe,item.hatchetStone,131,1
276,minecraft:diamond_sword,item.swordDiamond,1561,1
277,minecraft:diamond_shovel,item.shovelDiamond,1561,1
278,minecraft:diamond_pickaxe,item.pickaxeDiamond,1561,1
279,minecraft:diamond_axe,item.hatchetDiamond,1561,1
280,minecraft:stick,item.stick,0,64
281,minecraft:bowl,item.bowl,0,64
282,minecraft:mushroom_stew,item.mushroomStew,0,1
283,minecraft:golden_sword,item.swordGold,32,1
284,minecraft:golden_shovel,item.shovelGold,32,1
285,minecraft:golden_pickaxe,item.pickaxeGold,32,1
286,minecraft:golden_axe,item.hatchetGold,32,1
287,minecraft:string,item.string,0,64
288,minecraft:feather,item.feather,0,64
289,minecraft:gunpowder,item.sulphur,0,64
290,minecraft:wooden_hoe,item.hoeWood,59,1
291,minecraft:stone_hoe,item.hoeStone,131,1
292,minecraft:iron_hoe,item.hoeIron,250,1
293,minecraft:diamond_hoe,item.hoeDiamond,1561,1
294,minecraft:golden_hoe,item.hoeGold,32,1
295,minecraft:wheat_seeds,item.seeds,0,64
296,minecraft:wheat,item.wheat,0,64
297,minecraft:bread,item.bread,0,64
298,minecraft:leather_helmet,item.helmetCloth,55,1
299,minecraft:leather_chestplate,item.chestplateCloth,80,1
300,minecraft:leather_leggings,item.leggingsCloth,75,1
301,minecraft:leather_boots,item.bootsCloth,65,1
302,minecraft:chainmail_helmet,item.helmetChain,165,1
303,minecraft:chainmail_chestplate,item.chestplateChain,240,1
304,minecraft:chainmail_leggings,item.leggingsChain,225,1
305,minecraft:chainmail_boots,item.bootsChain,195,1
306,minecraft:iron_helmet,item.helmetIron,165,1
307,minecraft:iron_chestplate,item.chestplateIron,240,1
308,minecraft:iron_leggings,item.leggingsIron,225,1
309,minecraft:iron_boots,item.bootsIron,195,1
310,minecraft:diamond_helmet,item.helmetDiamond,363,1
311,minecraft:diamond_chestplate,item.chestplateDiamond,528,1
312,minecraft:diamond_leggings,item.leggingsDiamond,495,1
313,minecraft:diamond_boots,item.bootsDiamond,429,1
314,minecraft:golden_helmet,item.helmetGold,77,1
315,minecraft:golden_chestplate,item.chestplateGold,112,1
316,minecraft:golden_leggings,item.leggingsGold,105,1
317,minecraft:golden_boots,item.bootsGold,91,1
318,minecraft:flint,item.flint,0,64
319,minecraft:porkchop,item.porkchopRaw,0,64
320,minecraft:cooked_porkchop,item.porkchopCooked,0,64
321,minecraft:painting,item.painting,0,64
322,minecraft:golden_apple,item.appleGold,0,64
323,minecraft:sign,item.sign,0,16
324,minecraft:wooden_door,item.doorWood,0,1
325,minecraft:bucket,item.bucket,0,16
326,minecraft:water_bucket,item.bucketWater,0,1
327,minecraft:lava_bucket,item.bucketLava,0,1
328,minecraft:minecart,item.minecart,0,3
329,minecraft:saddle,item.saddle,0,1
330,minecraft:iron_door,item.doorIron,0,1
331,minecraft:redstone,item.redstone,0,64
332,minecraft:snowball,item.snowball,0,16
333,minecraft:boat,item.boat,0,1
334,minecraft:leather,item.leather,0,64
335,minecraft:milk_bucket,item.milk,0,1
336,minecraft:brick,item.brick,0,64
337,minecraft:clay_ball,item.clay,0,64
338,minecraft:reeds,item.reeds,0,64
339,minecraft:paper,item.paper,0,64
340,minecraft:book,item.book,0,64
341,minecraft:slime_ball,item.slimeball,0,64
342,minecraft:chest_minecart,item.minecartChest,0,3
343,minecraft:furnace_minecart,item.minecartFurnace,0,3
344,minecraft:egg,item.egg,0,16
345,minecraft:compass,item.compass,0,64
346,minecraft:fishing_rod,item.fishingRod,64,1
347,minecraft:clock,item.clock,0,64
348,minecraft:glowstone_dust,item.yellowDust,0,64
349,minecraft:fish,item.fish,0,64
350,minecraft:cooked_fished,item.fish,0,64
351,minecraft:dye,item.dyePowder,0,64
352,minecraft:bone,item.bone,0,64
353,minecraft:sugar,item.sugar,0,64
354,minecraft:cake,item.cake,0,1
355,minecraft:bed,item.bed,0,1
356,minecraft:repeater,item.diode,0,64
357,minecraft:cookie,item.cookie,0,64
358,minecraft:filled_map,item.map,0,64
359,minecraft:shears,item.shears,238,1
360,minecraft:melon,item.melon,0,64
361,minecraft:pumpkin_seeds,item.seeds_pumpkin,0,64
362,minecraft:melon_seeds,item.seeds_melon,0,64
363,minecraft:beef,item.beefRaw,0,64
364,minecraft:cooked_beef,item.beefCooked,0,64
365,minecraft:chicken,item.chickenRaw,0,64
366,minecraft:cooked_chicken,item.chickenCooked,0,64
367,minecraft:rotten_flesh,item.rottenFlesh,0,64
368,minecraft:ender_pearl,item.enderPearl,0,16
369,minecraft:blaze_rod,item.blazeRod,0,64
370,minecraft:ghast_tear,item.ghastTear,0,64
371,minecraft:gold_nugget,item.goldNugget,0,64
372,minecraft:nether_wart,item.netherStalkSeeds,0,64
373,minecraft:potion,item.potion,0,1
374,minecraft:glass_bottle,item.glassBottle,0,64
375,minecraft:spider_eye,item.spiderEye,0,64
376,minecraft:fermented_spider_eye,item.fermentedSpiderEye,0,64
377,minecraft:blaze_powder,item.blazePowder,0,64
378,minecraft:magma_cream,item.magmaCream,0,64
379,minecraft:brewing_stand,item.brewingStand,0,64
380,minecraft:cauldron,item.cauldron,0,64
381,minecraft:ender_eye,item.eyeOfEnder,0,64
382,minecraft:speckled_melon,item.speckledMelon,0,64
383,minecraft:spawn_egg,item.monsterPlacer,0,64
384,minecraft:experience_bottle,item.expBottle,0,64
385,minecraft:fire_charge,item.fireball,0,64
386,minecraft:writable_book,item.writingBook,0,1
387,minecraft:written_book,item.writtenBook,0,16
388,minecraft:emerald,item.emerald,0,64
389,minecraft:item_frame,item.frame,0,64
390,minecraft:flower_pot,item.flowerPot,0,64
391,minecraft:carrot,item.carrots,0,64
392,minecraft:potato,item.potato,0,64
393,minecraft:baked_potato,item.potatoBaked,0,64
394,minecraft:poisonous_potato,item.potatoPoisonous,0,64
395,minecraft:map,item.emptyMap,0,64
396,minecraft:golden_carrot,item.carrotGolden,0,64
397,minecraft:skull,item.skull,0,64
398,minecraft:carrot_on_a_stick,item.carrotOnAStick,25,1
399,minecraft:nether_star,item.netherStar,0,64
400,minecraft:pumpkin_pie,item.pumpkinPie,0,64
401,minecraft:fireworks,item.fireworks,0,64
402,minecraft:firework_charge,item.fireworksCharge,0,64
403,minecraft:enchanted_book,item.enchantedBook,0,1
404,minecraft:comparator,item.comparator,0,64
405,minecraft:netherbrick,item.netherbrick,0,64
406,minecraft:quartz,item.netherquartz,0,64
407,minecraft:tnt_minecart,item.minecartTnt,0,3
408,minecraft:hopper_minecart,item.minecartHopper,0,3
409,malisisdoors:curtain_white,tile.curtain_white,0,64
410,malisisdoors:saloon,tile.saloon,0,64
411,malisisdoors:acaciaFenceGate,tile.acaciaFenceGate,0,64
412,malisisdoors:birchFenceGate,tile.birchFenceGate,0,64
413,malisisdoors:darkOakFenceGate,tile.darkOakFenceGate,0,64
414,malisisdoors:jungleFenceGate,tile.jungleFenceGate,0,64
415,malisisdoors:spruceFenceGate,tile.spruceFenceGate,0,64
416,malisisdoors:camoFenceGate,tile.camoFenceGate,0,64
417,minecraft:iron_horse_armor,item.horsearmormetal,0,1
418,minecraft:golden_horse_armor,item.horsearmorgold,0,1
419,minecraft:diamond_horse_armor,item.horsearmordiamond,0,1
420,minecraft:lead,item.leash,0,64
421,minecraft:name_tag,item.nameTag,0,64
422,minecraft:command_block_minecart,item.minecartCommandBlock,0,3
423,malisisdoors:iron_trapdoor,tile.iron_trapdoor,0,64
424,malisisdoors:sliding_trapdoor,tile.sliding_trapdoor,0,64
425,malisisdoors:trapdoor_acacia,tile.trapdoor_acacia,0,64
426,malisisdoors:trapdoor_birch,tile.trapdoor_birch,0,64
427,malisisdoors:trapdoor_dark_oak,tile.trapdoor_dark_oak,0,64
428,malisisdoors:trapdoor_jungle,tile.trapdoor_jungle,0,64
429,malisisdoors:trapdoor_spruce,tile.trapdoor_spruce,0,64
430,malisisdoors:player_sensor,tile.player_sensor,0,64
431,malisisdoors:vanishing_block,tile.vanishing_block,0,64
432,malisisdoors:vanishing_block_diamond,tile.vanishing_block_diamond,0,64
433,malisisdoors:block_mixer,tile.block_mixer,0,64
434,malisisdoors:mixed_block,tile.mixed_block,0,64
435,malisisdoors:garage_door,tile.garage_door,0,64
436,malisisdoors:door_factory,tile.door_factory,0,64
437,malisisdoors:null,tile.null,0,64
438,malisisdoors:rustyHatch,tile.rustyHatch,0,64
439,malisisdoors:rustyLadder,tile.rustyLadder,0,64
440,malisisdoors:carriage_door,tile.carriage_door,0,64
441,malisisdoors:medieval_door,tile.medieval_door,0,64
442,malisisdoors:forcefieldDoor,tile.forcefieldDoor,0,64
443,RTM:rtm:LRBase,tile.rtm:LRBase,0,64
444,RTM:rtm:LRCore,tile.rtm:LRCore,0,64
445,RTM:rtm:LRSBase,tile.rtm:LRSBase,0,64
446,RTM:rtm:LRSCore,tile.rtm:LRSCore,0,64
447,RTM:rtm:LRLBase,tile.rtm:LRLBase,0,64
448,RTM:rtm:LRLCore,tile.rtm:LRLCore,0,64
449,RTM:LRBase_0,tile.rtm:LRBase.0,0,64
450,RTM:LRCore_0,tile.rtm:LRCore.0,0,64
451,RTM:LRSBase_0,tile.rtm:LRSBase.0,0,64
452,RTM:LRSCore_0,tile.rtm:LRSCore.0,0,64
453,RTM:LRLBase_0,tile.rtm:LRLBase.0,0,64
454,RTM:LRLCore_0,tile.rtm:LRLCore.0,0,64
455,RTM:LRBase_1,tile.rtm:LRBase.1,0,64
456,RTM:LRCore_1,tile.rtm:LRCore.1,0,64
457,RTM:LRSBase_1,tile.rtm:LRSBase.1,0,64
458,RTM:LRSCore_1,tile.rtm:LRSCore.1,0,64
459,RTM:LRLBase_1,tile.rtm:LRLBase.1,0,64
460,RTM:LRLCore_1,tile.rtm:LRLCore.1,0,64
461,RTM:LRBase_2,tile.rtm:LRBase.2,0,64
462,RTM:LRCore_2,tile.rtm:LRCore.2,0,64
463,RTM:LRSBase_2,tile.rtm:LRSBase.2,0,64
464,RTM:LRSCore_2,tile.rtm:LRSCore.2,0,64
465,RTM:LRLBase_2,tile.rtm:LRLBase.2,0,64
466,RTM:LRLCore_2,tile.rtm:LRLCore.2,0,64
467,RTM:LRBase_3,tile.rtm:LRBase.3,0,64
468,RTM:LRCore_3,tile.rtm:LRCore.3,0,64
469,RTM:LRSBase_3,tile.rtm:LRSBase.3,0,64
470,RTM:LRSCore_3,tile.rtm:LRSCore.3,0,64
471,RTM:LRLBase_3,tile.rtm:LRLBase.3,0,64
472,RTM:LRLCore_3,tile.rtm:LRLCore.3,0,64
473,RTM:LRBase_4,tile.rtm:LRBase.4,0,64
474,RTM:LRCore_4,tile.rtm:LRCore.4,0,64
475,RTM:LRSBase_4,tile.rtm:LRSBase.4,0,64
476,RTM:LRSCore_4,tile.rtm:LRSCore.4,0,64
477,RTM:LRLBase_4,tile.rtm:LRLBase.4,0,64
478,RTM:LRLCore_4,tile.rtm:LRLCore.4,0,64
479,RTM:LRBase_5,tile.rtm:LRBase.5,0,64
480,RTM:LRCore_5,tile.rtm:LRCore.5,0,64
481,RTM:LRSBase_5,tile.rtm:LRSBase.5,0,64
482,RTM:LRSCore_5,tile.rtm:LRSCore.5,0,64
483,RTM:LRLBase_5,tile.rtm:LRLBase.5,0,64
484,RTM:LRLCore_5,tile.rtm:LRLCore.5,0,64
485,RTM:rtm:marker,tile.rtm:marker,0,64
486,RTM:rtm:markerSwitch,tile.rtm:markerSwitch,0,64
487,RTM:rtm:markerSlope,tile.rtm:markerSlope,0,64
488,RTM:rtm:fluorescent,tile.rtm:fluorescent,0,64
489,RTM:rtm:ironPillar,tile.rtm:ironPillar,0,64
490,RTM:rtm:insulator,tile.rtm:insulator,0,64
491,RTM:rtm:signal,tile.rtm:signal,0,64
492,RTM:rtm:crossing,tile.rtm:crossing,0,64
493,RTM:rtm:Variable,tile.rtm:Variable,0,64
494,RTM:rtm:linePole,tile.rtm:linePole,0,64
495,RTM:rtm:connector,tile.rtm:connector,0,64
496,RTM:rtm:powerUnit,tile.rtm:powerUnit,0,64
497,RTM:signal_converter,tile.rtm:signalConverter,0,64
498,RTM:rtm:railroadSign,tile.rtm:railroadSign,0,64
499,RTM:rtm:turnstile,tile.rtm:turnstile,0,64
500,RTM:rtm:point,tile.rtm:point,0,64
501,RTM:rtm:rsWire,tile.rtm:rsWire,0,64
502,RTM:rtm:signboard,tile.rtm:signboard,0,64
503,RTM:rtm:trainWorkBench,tile.rtm:trainWorkBench,0,64
504,RTM:ticketVendor,tile.rtm:ticketVendor,0,64
505,RTM:mirror,tile.rtm:mirror,0,64
506,RTM:mirror_cube,tile.rtm:mirror,0,64
507,RTM:station_core,tile.rtm:stationCore,0,64
508,RTM:moving_machine,tile.rtm:movingMachine,0,64
509,RTM:light_block,tile.rtm:right,0,64
510,RTM:rtm:fireBrick,tile.rtm:fireBrick,0,64
511,RTM:rtm:hotStoveBrick,tile.rtm:hotStoveBrick,0,64
512,RTM:rtm:pipe,tile.rtm:pipe,0,64
513,RTM:rtm:slot,tile.rtm:slot,0,64
514,RTM:rtm:furnaceFire,tile.rtm:furnaceFire,0,64
515,RTM:rtm:exhaustGas,tile.rtm:exhaustGas,0,64
516,RTM:rtm:pigIron_L,tile.rtm:pigIron_L,0,64
517,RTM:rtm:steel_L,tile.rtm:steel_L,0,64
518,RTM:rtm:slag,tile.rtm:slag,0,64
519,RTM:rtm:converterCore,tile.rtm:converterCore,0,64
520,RTM:rtm:converterBase,tile.rtm:converterBase,0,64
